882902976993476609,906,1,906,0,10233,0
882902976603533313,102,2,868,0,91,0
882902976003588096,142,5,472,0,4314,0
882902974346821632,34,0,35,0,2,0
882902973298466816,120,10,69,0,1074,0
882902972904222720,818,25,474,0,85,0
882902971142422529,1674,23,70,0,25924,0
882902969586335744,25,0,137,0,1894,0
882902967824908288,210,12,179,0,0,0
882902966318936064,404,86,713,0,15550,0
882902966256242688,1207,134,1685,0,3857,0
882902954948177920,41,2,165,0,710,0
882902954818367488,77,1,44,0,1526,0
882902953551687680,22,0,72,0,277,0
882902948912795648,751,52,986,0,159456,0
882902935197413377,4309,280,1585,0,183089,0
882902933628530688,128,23,937,0,3230,0
882902932378853376,28,0,240,0,1761,0
882902931095273472,51,1,391,0,12,0
882902930814152704,3867,81,364,0,20565,1
882902926360014849,29,0,36,0,207,0
882902925894451200,93,0,103,0,5532,0
882902918944493568,2244,27,76,0,3551,0
882902917006712832,177,2,397,0,2220,0
882902915127451648,1715,45,2413,0,1554,0
882902912472555520,518,3,2231,0,1396,0
882902907108024320,328,6,92,0,1097,2
882902906051211264,88,0,343,0,990,0
882902903681363972,4871,14,561,0,1025,0
882902902574075904,3,0,59,0,1,0
882902891337457666,2594,20,39,0,79,1
882902890272235520,210,21,393,0,8194,0
882902883703955456,107,7,404,0,2350,0
882902883561123842,126,1,241,0,68,0
882902883473272832,18632,284,7592,0,93589,0
882902883095777281,89,0,49,0,304,0
882902874157481984,178,9,420,0,942,0
882902870537805824,393,6,1878,0,330,0
882902868465995776,1698,4,2946,0,11827,0
882902867337728001,16714,342,3587,1,23416,0
882902864447721472,1714,48,1097,0,6166,0
882902861050499073,117,1,1089,0,1957,0
882902860358406144,52674,1848,4522,1,1658,0
882902853005619200,37,0,355,0,802,0
882902852993130496,11498,81,138,0,28,0
882902851818803200,19,0,94,0,2014,0
882902847981015040,2368,678,2720,0,11048,0
882902835863703552,529,18,522,0,33067,0
882902832755740672,28,0,240,0,1761,0
882902829500780544,164,0,558,0,545,0
882902824442515456,1,0,103,0,318,0
882902823448477697,47,3,240,0,11421,0
882902822118801409,243,65,521,0,5427,0
882902818973114368,2236,200,1726,0,185928,0
882902817425555456,84,0,292,0,3,0
882902815622008832,1549,170,3959,0,81117,0
882902813642293248,825,50,1068,0,19586,1
882902805211619332,518,3,2231,0,1396,0
882902803215077376,274,9,144,0,4100,0
882902797540220929,1805,24,119,0,1,0
882902796181307394,28,0,240,0,1761,0
882902784814854144,15,0,155,0,45,0
882902782885347328,645,135,618,0,104542,0
882902781870260224,215,35,430,0,1992,0
882902778212777984,65,0,188,0,3629,0
882902775885172739,0,0,35,0,83,0
882902769719488512,101,0,160,0,115,0
882902768150749190,170,6,452,0,0,0
882902768133996544,2181,52,1748,0,247157,0
882902759183454209,29,19,6,0,6,0
882902758298234880,110,0,78,0,2347,0
882902756515762176,0,0,18,0,13,0
882902746545999872,22,0,41,0,62,0
882902745849643009,228,25,249,0,11054,0
882902744834625537,835,12,1606,0,12335,3
882902735254732804,305,58,94,0,23434,0
882902731798839296,332,6,1055,0,1908,0
882902727919095808,28,0,349,0,57,0
882902727419805697,28,0,90,0,7,0
882902727298240512,322,1,250,0,634,0
882902726450884608,5623,146,1226,0,84327,0
882902724529995776,2565,10,227,0,1931,0
882902711749955584,1001,47,473,0,42344,0
882902708579119106,3593,40,1860,0,15631,0
882902707933237248,3556,50,2873,0,2994,0
882902706523734020,76,1,285,0,103,0
882902697514422273,69,3,220,0,63,0
882902697392746500,2797,659,3925,0,36415,0
882902697304784896,9,0,15,0,1,0
882902690912710657,1743,53,428,0,11830,0
882902684386373632,33450,150,13,0,0,0
882902679319490562,9,0,89,0,41,0
882902679139237889,357,5,914,0,6726,0
882902676807315456,234,2,140,0,35431,0
882902676756807680,2271,50,4409,0,165978,0
882902676496941057,305,2,336,0,70,0
882902669634883584,316,27,321,0,21219,0
882902669257457665,259,27,297,0,14292,0
882902664421416966,2236,200,1726,0,185928,0
882902660717793280,179,7,1121,0,22150,0
882902659136712705,6,0,19,0,1289,0
882902656317923328,4,0,166,0,759,0
