882896638548770816,378,56,382,0,27030,0
882896638120828932,331,32,732,0,701,0
882896636430516225,0,0,3,0,0,0
882896635084193792,167,5,246,0,21795,0
882896634132267008,112,1,197,0,56,0
882896627639439360,375,15,83,0,14057,0
882896625076719616,156,1,1773,0,5391,0
882896624778739712,13,0,279,0,1684,0
882896622476242944,228,16,1115,0,4453,0
882896620873932800,155,15,336,0,513,0
882896620605513728,45,10,147,0,158,0
882896619380776961,26,3,44,0,4228,0
882896619192143872,73,0,41,0,9830,0
882896616235057152,2204,44,352,0,34437,0
882896614708228096,187,10,375,0,6516,0
882896609809276928,16455,195,345,0,1289,0
882896607632658432,1728,50,1277,0,5885,0
882896607112450048,398,58,14,0,27231,0
882896605833183232,2038,266,114,0,9765,0
882896603870318592,0,0,18,0,0,0
882896603215835136,61558,576,48783,0,52236,0
882896601613598721,5353,116,314,0,31336,0
882896601219342336,334,19,338,0,8533,0
882896598241431553,99,0,243,0,316,0
882896593896128512,108,1,427,0,14,0
882896593061642240,313,1,0,0,0,0
882896591832596480,6,0,204,0,22,1
882896591610417152,126,2,512,0,2105,0
882896586761793537,1427,13,2011,0,40982,0
882896585469960192,378,56,382,0,27030,0
882896579425861634,313,1,0,0,0,0
882896578155085826,2038,266,114,0,9765,0
882896576204558336,2,0,91,0,68,0
882896574371778560,1667,77,2385,0,37912,0
882896569804238848,82348,26,100,1,33982,0
882896568948408320,9820245,11318,20,1,0,2
882896566972850176,6595,2,6167,0,7870,0
882896566943498240,1282,107,1313,0,3019,0
882896565471465473,762,15,1531,0,0,0
882896565014323200,666,3,331,0,6760,0
882896559494451205,3265,9,950,0,24247,0
882896556768112640,2679,9,222,0,8748,0
882896553178013697,313,1,0,0,0,0
882896552976691201,208,6,144,0,17495,0
882896552796110849,1269,37,423,0,11377,0
882896551261155328,93,23,89,0,6464,0
882896545506578433,1105,19,1901,0,118,0
882896544202207233,23,0,132,0,365,0
882896543619178497,313,1,0,0,0,0
882896537642250240,3,0,3,0,1,0
882896537507962881,6595,2,6167,0,7870,0
882896535729577984,1830,85,1491,0,1261,0
882896535092043776,167,5,246,0,21795,0
882896530868391936,94,5,211,0,554,0
882896526418231296,219,11,280,0,1291,0
882896525965185024,49,0,50,0,36,0
882896523083878401,1427,13,2011,0,40982,0
882896522869960708,1,0,9,0,5,0
882896522110750720,1454,17,1615,0,0,0
882896520286134273,350,8,35,0,278,0
882896517522006016,2881,73,817,0,5259,0
882896517484486656,313,1,0,0,0,0
882896517132169216,587,9,200,0,11242,0
882896511125692416,79,7,411,0,115,0
882896510110879744,88,2,586,0,16751,0
882896503517347840,27,0,127,0,6,0
882896502560915459,1282,107,1313,0,3019,0
882896499637497857,17649,178,87,0,36,0
882896498555404288,1383,0,440,0,75,0
882896486715064320,1520,86,466,0,7826,0
882896479601532928,278,5,184,0,18609,0
882896476417830912,59,0,95,0,919,0
882896473964281856,641,72,14,0,75929,0
882896472500523008,22,0,78,0,279,0
882896467827998720,231,20,341,0,26104,0
882896455253479424,74,0,808,0,731,0
882896454746083328,404,22,0,0,0,0
882896449616347136,404,22,0,0,0,0
882896447011782656,22,0,78,0,279,0
882896446248202240,729,3,1308,0,2969,0
882896445837197314,2482,355,2252,0,7097,0
882896443203141632,1269,37,423,0,11377,0
882896442406436864,404,22,0,0,0,0
882896434655186944,419,10,2413,0,37233,0
882896432361070592,923,76,531,0,22291,0
882896420935794688,22,0,78,0,279,0
882896418557513728,61558,576,48783,0,52236,0
882896416837959681,127,13,397,0,5769,0
882896415952744448,46,0,66,0,0,0
882896412614303748,48,1,76,0,19,0
882896401809715200,307,14,355,0,6623,0
882896401012740097,11548,40,5846,0,65074,0
882896398005530624,118,4,109,0,843,0
882896394331312128,253,38,116,0,460,0
882896392779427840,671,54,2108,0,11889,0
882896391823032320,349,3,414,0,6810,0
882896391500156928,6,0,13,0,138,0
882896391495864321,406,15,396,0,21124,0
882896390585688064,1302,199,280,0,156016,0
882896389826641920,577,4,253,0,2622,0
882896387968520194,22,0,78,0,279,0
882896386882019329,814,3,465,0,280,0
882896385183330304,141,2,488,0,6273,0
882896378195836929,842,4,837,0,79277,0
882896375964368897,1,0,61,0,23,0
882896374680899584,122,1,441,0,326,0
882896371833069569,274,2,245,0,13006,0
882896370503307264,437,1,609,0,6334,0
882896357664706560,255,27,90,0,10181,0
882896356834136065,84,13,134,0,11369,0
882896350198743041,453,6,34,0,25058,0
882896347967483904,9,0,74,0,268,0
882896338894995457,45,0,74,0,3468,0
882896338865627136,1023,711,690,0,38903,0
882896337166979076,350,4,5000,0,343,0
882896336269361152,2707,6,30,0,8527,0
882896328736595968,124,1,97,0,1818,0
882896328073781249,68,0,578,0,121,0
882896327083872256,16455,195,345,0,1289,0
882896326547062784,133,0,187,0,12,0
882896319722934273,45,1,29,0,1145,0
882896313716805634,68,0,578,0,121,0
882896310621392896,1271,109,1730,0,35,0
882896307303714816,97,0,9,0,0,0
882896304728408064,22,0,78,0,279,0
882896303956643840,649,1,459,0,649,0
882896303134351360,313,11,182,0,12678,0
882896293944741889,3265,9,950,0,24247,0
882896287229558784,676,201,724,0,27110,0
882896287221207040,94,3,340,0,121,0
882896287036657665,17275,153,1297,0,66711,0
882896285124009984,82,2,572,0,3930,0
882896281127063554,1850,105,2124,0,66485,0
882896274239873024,340,10,279,0,20,0
882896272096735232,746,34,2006,0,17479,0
882896267193368576,32,0,73,0,306,0
882896266639818752,3297,31,373,0,9379,0
882896264505044993,44,2,0,0,0,0
882896260293734405,328854,588,259,0,38,7
882896259761094656,94,3,340,0,121,0
882896258746040320,324,79,10,0,37083,0
882896257945149440,44,2,0,0,0,0
882896254547746816,153,0,136,0,95,0
882896252811132928,161,53,236,0,912,0
882896252228308992,1148,7,102,0,21738,0
882896251854831616,75,13,159,0,11091,0
882896246410797056,199,0,1380,0,3538,0
882896246058254336,297,0,858,0,2074,0
882896245844463617,429,56,217,0,6265,0
882896244703510529,330,5,554,0,2284,0
882896244288389120,274,2,245,0,13006,0
882896240744296449,214,0,25,0,45779,0
882896234616209408,814,3,465,0,280,0
882896234452631552,164,0,549,0,18418,0
882896234146545664,1193,4,214,0,11628,0
882896227871989760,84,2,369,0,510,0
882896227507068928,19,0,109,0,341,0
882896227410616320,1754,34,908,0,15990,0
882896227175587840,0,0,33,0,15,0
882896223744794624,95,0,213,0,2952,0
882896220607459328,350,28,83,0,2197,0
882896219869237248,2547,115,952,0,54,0
882896219780952064,512,47,258,0,56219,0
882896219286241288,298,5,836,0,3160,0
882896217449132036,349,3,414,0,6810,0
882896215293267969,188,20,751,0,15,0
882896211753263104,816,0,660,0,2401,0
882896210981527552,49,0,30,0,6,0
882896209286840320,83,2,77,0,1301,0
882896208921935875,1193,4,214,0,11628,0
882896205008818176,12600,607,659,1,25773,0
882896202773270528,22,0,78,0,279,0
882896200227106816,1002,49,473,0,42336,0
882896199254237184,33448,152,13,0,0,0
882896196687331328,3,0,3,0,1,0
882896193210138624,419,10,2413,0,37233,0
882896188327944192,2881,73,817,0,5259,0
882896180375453696,188,10,140,0,3878,0
882896177695412224,676,201,724,0,27110,0
882896177443819521,110,3,44,0,2053,0
882896177246552065,131,2,879,0,4,0
882896170091196416,44,0,222,0,70,0
882896164856659968,1046,17,33,0,42936,0
882896163971530752,89633,284,356,0,150028,0
882896160968593408,20,0,55,0,4,0
882896147483955200,274,0,532,0,2785,0
882896137300082690,30,0,101,0,113,0
882896132002770944,274,2,245,0,13006,0
882896131394555904,14,3,26,0,1171,0
882896130274504704,350,8,35,0,278,1
882896129439838208,167,5,246,0,21795,0
882896122120941568,79,7,314,0,3933,0
882896118492692480,53203,86,116,1,749,2
882896117486112769,6202,159,1687,0,83762,0
882896114784927744,67,4,371,0,2874,0
882896112599707648,71,7,155,0,2125,0
882896110422941698,0,0,16,0,117,0
882896099337412609,43358,190,496,0,119956,0
882896095474585600,58,2,511,0,115,0
882896089086603264,22,2,41,0,100,0
882896086829944832,0,0,16,0,117,0
882896080794525696,332,4,182,0,10702,0
882896075060891649,420,14,284,0,18417,0
882896073861103616,11,0,25,0,304,0
882896073806708736,21,1,42,0,1,0
882896066785320960,1647,90,941,0,16769,0
882896066387079168,727,49,1038,0,13127,0
882896062800723968,393,3,850,0,15812,0
882896062092124160,580,158,89,0,0,0
882896057713270784,9220,102,1017,0,39626,0
882896057612599296,17437,329,225,0,2,0
882896055817207808,164,0,549,0,18418,0
882896055003602944,126079,585,235,1,25,6
882896052336156672,21,0,21,0,551,0
882896047483142144,14620,156,2219,0,102,0
882896042743693312,118,9,46,0,766,0
882896038876463105,167,5,246,0,21795,0
882896032094330880,94,3,340,0,121,0
882896026847367168,89,4,530,0,74,0
882896023491825665,411,6,2004,0,9132,0
882896020937482240,17667,25,30,0,0,0
882896018408263680,9,0,33,0,1995,0
882896018093875200,2209,46,2354,0,0,0
882896014218108930,3437,1893,4997,0,1059,0
882896011504435201,592,2,46,0,4946,0
882896010216955905,152,0,705,0,1247,0
882896008006520832,4734,2,87,0,1437,0
882896007973007360,420,14,284,0,18417,0
882896003040399360,16,0,108,0,70,0
882896001333415936,160,23,135,0,810,0
882896001027252224,6245,66,134,0,6889,0
882896000960081920,4393,26,5001,0,42533,0
882895998334324736,66,8,119,0,9,0
882895994911850496,824,35,926,0,1478,0
882895994656051200,73,0,347,0,100,0
882895993657860096,4309,280,1585,0,183064,0
882895990256058368,2084,79,246,0,396,0
882895988561719296,1718,45,1619,0,0,0
882895988540801024,610,6,675,0,0,0
882895967879520256,1013,44,13,0,1,0
882895967741136898,3437,1893,4997,0,1059,0
882895966071914498,8,0,75,0,228,1
882895964385587201,3782,13,16,0,4,0
882895962078724096,282,17,2235,0,4761,0
882895961747595265,23,1,5,0,601,0
882895957540519936,9893,459,2145,0,3088,0
882895955116175360,1302,199,280,0,156016,0
882895949202210816,167,5,246,0,21795,0
882895945091784705,11,0,40,0,253,0
882895942483095552,12,0,92,0,194,0
882895941073739777,276,1,1681,0,4668,0
882895939727368193,115606,447,205,1,156,1
882895933834493952,1169,96,1768,0,0,0
882895929258369024,231,38,176,0,74270,0
882895928155402241,384,5,482,0,9743,0
882895923835277312,27602,201,21828,0,24934,0
882895922346250240,3254,237,547,0,13272,0
882895921931005952,269,4,43,0,2,0
882895920672669697,68,0,578,0,121,0
882895919712260096,74,9,134,0,973,0
882895917837205504,2049145,2732,0,1,0,42
882895914830106624,1060,8,1156,0,2888,0
882895913823248384,0,0,16,0,117,0
882895909448593408,2643,11,358,0,11669,0
882895906189660160,0,0,16,0,117,0
882895902712545281,2038,266,114,0,9765,0
882895899315191812,8,1,66,0,9,0
