tweetID,followers,listed,followings,verified,Total_favourite_count,tweet_favorite_count
882905317620801536,10732,349,6481,0,6175,0
882905315959635969,30,0,218,0,53,0
882905314391150593,11,0,93,0,88,0
882905305956462593,1345,216,418,0,169667,0
882905304555413504,8,0,47,0,711,0
882905303775297536,280,30,231,0,90,0
882905288982106112,27,3,18,0,2039,0
882905287585169410,2040,86,974,0,31894,0
882905283890208768,20222,117,6174,0,3627,0
882905282069659648,1240,49,559,0,1088,0
882905280710926336,997,98,1334,0,39161,0
882905278148210688,736,47,538,0,100341,0
882905274759106560,259,42,111,0,12693,0
882905273098280961,1741,46,763,0,11098,0
882905269826605056,325,16,252,0,3988,0
882905269352759296,297,1,3240,0,298,0
882905266534199296,316,4,2337,0,16507,0
882905259026382848,2485,3,3241,0,3115,0
882905253795856385,71,1,467,0,532,0
882905253581946880,370,49,136,0,50463,0
882905252332158976,2518136,4075,738,1,395,15
882905252097277953,134,6,170,0,1349,0
882905244815958017,97,3,250,0,281,0
882905244149075968,1493,45,864,0,10143,0
882905242454589441,21,0,235,0,2197,0
882905240441417728,1606,173,1944,0,102952,0
882905239975641088,710,55,1018,0,15143,0
882905238469984256,725,50,428,0,12349,0
882905237941616640,11285,11,9301,0,5445,0
882905236238741504,14298,116,3420,0,4037,0
882905233940070401,804,128,730,0,46106,0
882905230307885056,167,2,464,0,0,0
882905229557211136,1412,38,306,0,4,0
882905227271077888,19,0,81,0,400,0
882905224767094788,1354,148,2171,0,15913,0
882905220145192960,1568,8,184,0,245,0
882905220119838721,430,24,259,0,7780,0
882905217020198912,81,2,279,0,3730,0
882905214038138885,131,10,300,0,15564,0
882905213023256576,159,0,178,0,197,0
882905206534664192,566,30,1572,0,117561,0
882905196619321348,103,0,388,0,564,0
882905193293250560,123,5,32,0,15522,0
882905186028576768,2567,10,228,0,1931,0
882905183793037316,843,19,540,0,34,0
882905181750517760,6928,88,427,0,3496,0
882905181326778369,317,14,325,0,1055,0
882905180399742977,7457,160,7198,0,63131,0
882905180009844736,643,83,911,0,16451,0
882905166218973184,6,0,42,0,4,0
882905166034468866,11285,11,9301,0,5445,0
882905163501117440,6,0,23,0,0,0
882905163228467200,34,0,117,0,3304,0
882905162595041280,7,1,9,0,116,0
882905161835859969,2461,19,872,0,1135,0
882905159877115910,282,0,251,0,16661,0
882905154898599936,69,5,89,0,343,0
